,Year,Country,Losses,ISO,Alpha_2,Continent,Zone
5290,2000,Kazakhstan,2360.0,KAZ,KZ,AS,Temperate
5304,2000,Moldova (the Republic of),49725.0,MDA,MD,EU,Temperate
5312,2000,Macedonia (the former Yugoslav Republic of),21342.0,MKD,MK,EU,Temperate
5339,2000,New Zealand,1574.0,NZL,NZ,OC,Temperate
5346,2001,Hungary,7652.0,HUN,HU,EU,Temperate
5423,1999,Poland,16267.0,POL,PL,EU,Temperate
5426,1999,Korea (the Democratic People's Republic of),3253.0,PRK,KP,AS,Temperate
5427,1999,Romania,16267.0,ROU,RO,EU,Temperate
5428,1999,Romania,81336.0,ROU,RO,EU,Temperate
5446,1999,Slovakia,184307.0,SVK,SK,EU,Temperate
5503,2000,Korea (the Democratic People's Republic of),9441452.0,PRK,KP,AS,Temperate
5519,2000,Romania,787.0,ROU,RO,EU,Temperate
5520,2000,Romania,157358.0,ROU,RO,EU,Temperate
5522,2000,Romania,786788.0,ROU,RO,EU,Temperate
5567,2000,Ukraine,133754.0,UKR,UA,EU,Temperate
5570,2000,Ukraine,188829.0,UKR,UA,EU,Temperate
5599,2000,Uzbekistan,78679.0,UZB,UZ,AS,Temperate
5625,2001,Romania,22955.0,ROU,RO,EU,Temperate
5630,2001,Ukraine,22955.0,UKR,UA,EU,Temperate
5673,2002,Switzerland,271158.0,CHE,CH,EU,Temperate
5687,2002,Albania,26363.0,ALB,AL,EU,Temperate
5694,2002,Austria,3615440.0,AUT,AT,EU,Temperate
5695,2002,Austria,7532.0,AUT,AT,EU,Temperate
5701,2002,Belgium,7532.0,BEL,BE,EU,Temperate
5710,2002,Bulgaria,1506.0,BGR,BG,EU,Temperate
5742,2003,Switzerland,7365.0,CHE,CH,EU,Temperate
5789,2001,Germany,459098.0,DEU,DE,EU,Temperate
5793,2001,Spain,110183.0,ESP,ES,EU,Temperate
5800,2001,France,202539.0,FRA,FR,EU,Temperate
5839,2001,Italy,267807.0,ITA,IT,EU,Temperate
5840,2001,Italy,153033.0,ITA,IT,EU,Temperate
5878,2002,Spain,131060.0,ESP,ES,EU,Temperate
5883,2002,Italy,527252.0,ITA,IT,EU,Temperate
5889,2002,Germany,17474626.0,DEU,DE,EU,Temperate
5891,2002,Germany,225965.0,DEU,DE,EU,Temperate
5928,2002,Czech Republic (the),3615440.0,CZE,CZ,EU,Temperate
5929,2002,Czech Republic (the),30129.0,CZE,CZ,EU,Temperate
5931,2002,Germany,2711580.0,DEU,DE,EU,Temperate
5932,2002,Germany,150643.0,DEU,DE,EU,Temperate
5943,2002,France,1792656.0,FRA,FR,EU,Temperate
5944,2002,France,1506.0,FRA,FR,EU,Temperate
5950,2002,United Kingdom of Great Britain and Northern Ireland (the),602573.0,GBR,GB,EU,Temperate
5951,2002,United Kingdom of Great Britain and Northern Ireland (the),75.0,GBR,GB,EU,Temperate
5970,2002,Hungary,45193.0,HUN,HU,EU,Temperate
5998,2002,Italy,445904.0,ITA,IT,EU,Temperate
6011,2002,Kyrgyzstan,2260.0,KGZ,KG,AS,Temperate
6020,2002,Moldova (the Republic of),1253.0,MDA,MD,EU,Temperate
6043,2003,Italy,220949.0,ITA,IT,EU,Temperate
6050,2003,Germany,441898.0,DEU,DE,EU,Temperate
6053,2003,France,74.0,FRA,FR,EU,Temperate
6086,2001,Korea (the Democratic People's Republic of),14385.0,PRK,KP,AS,Temperate
6087,2001,New Zealand,306065.0,NZL,NZ,OC,Temperate
6117,2001,Poland,1071228.0,POL,PL,EU,Temperate
6122,2001,Romania,183639.0,ROU,RO,EU,Temperate
6141,2001,Slovakia,9182.0,SVK,SK,EU,Temperate
6235,2002,Netherlands (the),451930.0,NLD,NL,EU,Temperate
6237,2002,New Zealand,753.0,NZL,NZ,OC,Temperate
6262,2002,Poland,75.0,POL,PL,EU,Temperate
6264,2002,Poland,151.0,POL,PL,EU,Temperate
6266,2002,Korea (the Democratic People's Republic of),753.0,PRK,KP,AS,Temperate
6272,2002,Romania,437.0,ROU,RO,EU,Temperate
6292,2002,Slovakia,4519.0,SVK,SK,EU,Temperate
6360,2003,Austria,412439.0,AUT,AT,EU,Temperate
6367,2003,Azerbaijan,81015.0,AZE,AZ,AS,Temperate
6402,2004,Albania,248.0,ALB,AL,EU,Temperate
6442,2003,Italy,964812.0,ITA,IT,EU,Temperate
6456,2003,France,2209492.0,FRA,FR,EU,Temperate
6472,2003,Croatia,486088.0,HRV,HR,EU,Temperate
6473,2003,Switzerland,412439.0,CHE,CH,EU,Temperate
6474,2003,Germany,2430442.0,DEU,DE,EU,Temperate
6475,2003,Spain,1296236.0,ESP,ES,EU,Temperate
6476,2003,France,6481178.0,FRA,FR,EU,Temperate
6479,2003,Italy,6481178.0,ITA,IT,EU,Temperate
6480,2003,Canada,162029.0,CAN,CA,NA,Temperate
6490,2003,Bosnia and Herzegovina,206219.0,BIH,BA,EU,Temperate
6493,2003,Canada,14730.0,CAN,CA,NA,Temperate
6494,2003,Canada,14730.0,CAN,CA,NA,Temperate
6495,2003,Canada,22095.0,CAN,CA,NA,Temperate
6497,2003,Canada,802782.0,CAN,CA,NA,Temperate
6527,2003,Croatia,29460.0,HRV,HR,EU,Temperate
6530,2003,Hungary,147299.0,HUN,HU,EU,Temperate
6575,2004,Georgia,3093.0,GEO,GE,AS,Temperate
6586,2004,Canada,286918.0,CAN,CA,NA,Temperate
6597,2004,Canada,143459.0,CAN,CA,NA,Temperate
6637,2004,Germany,186496.0,DEU,DE,EU,Temperate
6642,2004,Spain,20493.0,ESP,ES,EU,Temperate
6644,2004,Spain,4304.0,ESP,ES,EU,Temperate
6645,2004,United Kingdom of Great Britain and Northern Ireland (the),137720.0,GBR,GB,EU,Temperate
6690,2005,Estonia,180377.0,EST,EE,EU,Temperate
6697,2005,Denmark,1803767.0,DNK,DK,EU,Temperate
6698,2005,United Kingdom of Great Britain and Northern Ireland (the),901883.0,GBR,GB,EU,Temperate
6704,2005,Germany,374628.0,DEU,DE,EU,Temperate
6713,2005,Kazakhstan,10631.0,KAZ,KZ,AS,Temperate
6716,2005,Lithuania,41625.0,LTU,LT,EU,Temperate
6717,2005,Latvia,450942.0,LVA,LV,EU,Temperate
6722,2003,Slovenia,117840.0,SVN,SI,EU,Temperate
6723,2003,New Zealand,4419.0,NZL,NZ,OC,Temperate
6755,2003,Slovakia,220949.0,SVK,SK,EU,Temperate
6772,2003,Mongolia,398.0,MNG,MN,AS,Temperate
6860,2004,New Zealand,64556.0,NZL,NZ,OC,Temperate
6898,2004,Macedonia (the former Yugoslav Republic of),5165.0,MKD,MK,EU,Temperate
6913,2004,New Zealand,286918.0,NZL,NZ,OC,Temperate
6926,2004,Korea (the Democratic People's Republic of),28692.0,PRK,KP,AS,Temperate
6941,2004,Slovakia,549877.0,SVK,SK,EU,Temperate
6976,2005,Romania,277503.0,ROU,RO,EU,Temperate
7007,2005,New Zealand,13875.0,NZL,NZ,OC,Temperate
7051,2005,Bulgaria,342716.0,BGR,BG,EU,Temperate
7093,2005,Bulgaria,13875.0,BGR,BG,EU,Temperate
7110,2005,Germany,416254.0,DEU,DE,EU,Temperate
7120,2005,Austria,971259.0,AUT,AT,EU,Temperate
7130,2005,Bulgaria,277503.0,BGR,BG,EU,Temperate
7140,2005,Canada,495342.0,CAN,CA,NA,Temperate
7144,2005,Switzerland,2913777.0,CHE,CH,EU,Temperate
7164,2005,Germany,305253.0,DEU,DE,EU,Temperate
7168,2005,Spain,2844401.0,ESP,ES,EU,Temperate
7174,2005,France,13875.0,FRA,FR,EU,Temperate
7176,2005,United Kingdom of Great Britain and Northern Ireland (the),69376.0,GBR,GB,EU,Temperate
7183,2005,Hungary,66601.0,HUN,HU,EU,Temperate
7249,2006,Hungary,13442.0,HUN,HU,EU,Temperate
7314,2006,Spain,885796.0,ESP,ES,EU,Temperate
7370,2007,Austria,522748.0,AUT,AT,EU,Temperate
7372,2007,Belgium,588092.0,BEL,BE,EU,Temperate
7374,2007,Belarus,13069.0,BLR,BY,EU,Temperate
7377,2007,Switzerland,130687.0,CHE,CH,EU,Temperate
7378,2007,Czech Republic (the),196031.0,CZE,CZ,EU,Temperate
7380,2007,Germany,7187787.0,DEU,DE,EU,Temperate
7381,2007,Denmark,130687.0,DNK,DK,EU,Temperate
7387,2007,France,326718.0,FRA,FR,EU,Temperate
7388,2007,United Kingdom of Great Britain and Northern Ireland (the),1568245.0,GBR,GB,EU,Temperate
7410,2005,Kyrgyzstan,3691.0,KGZ,KG,AS,Temperate
7415,2005,New Zealand,99901.0,NZL,NZ,OC,Temperate
7472,2005,Moldova (the Republic of),10756.0,MDA,MD,EU,Temperate
7482,2005,Netherlands (the),138751.0,NLD,NL,EU,Temperate
7492,2005,Romania,1110010.0,ROU,RO,EU,Temperate
7493,2005,Romania,434291.0,ROU,RO,EU,Temperate
7506,2005,Slovenia,6938.0,SVN,SI,EU,Temperate
7579,2006,Ukraine,32065.0,UKR,UA,EU,Temperate
7597,2006,Lithuania,303204.0,LTU,LT,EU,Temperate
7642,2006,New Zealand,4032.0,NZL,NZ,OC,Temperate
7744,2007,Netherlands (the),718779.0,NLD,NL,EU,Temperate
7748,2007,Poland,130687.0,POL,PL,EU,Temperate
7751,2007,Slovenia,130687.0,SVN,SI,EU,Temperate
7752,2007,Ukraine,130687.0,UKR,UA,EU,Temperate
7795,2007,United Kingdom of Great Britain and Northern Ireland (the),585478.0,GBR,GB,EU,Temperate
7798,2007,United Kingdom of Great Britain and Northern Ireland (the),5227482.0,GBR,GB,EU,Temperate
7832,2007,Bulgaria,3207.0,BGR,BG,EU,Temperate
7841,2007,Switzerland,457405.0,CHE,CH,EU,Temperate
7861,2007,Spain,522748.0,ESP,ES,EU,Temperate
7867,2007,United Kingdom of Great Britain and Northern Ireland (the),5227482.0,GBR,GB,EU,Temperate
7941,2008,Germany,1887830.0,DEU,DE,EU,Temperate
7944,2008,United Kingdom of Great Britain and Northern Ireland (the),62928.0,GBR,GB,EU,Temperate
7948,2008,Austria,629277.0,AUT,AT,EU,Temperate
7956,2008,Germany,1510264.0,DEU,DE,EU,Temperate
8011,2008,Czech Republic (the),62928.0,CZE,CZ,EU,Temperate
8017,2008,France,100684.0,FRA,FR,EU,Temperate
8048,2009,France,4041741.0,FRA,FR,EU,Temperate
8056,2009,Austria,252609.0,AUT,AT,EU,Temperate
8089,2009,Czech Republic (the),189457.0,CZE,CZ,EU,Temperate
8090,2009,Germany,25261.0,DEU,DE,EU,Temperate
8095,2009,Spain,2399784.0,ESP,ES,EU,Temperate
8116,2007,Korea (the Democratic People's Republic of),392061.0,PRK,KP,AS,Temperate
8118,2007,Slovenia,381606.0,SVN,SI,EU,Temperate
8122,2007,Kyrgyzstan,261.0,KGZ,KG,AS,Temperate
8171,2007,Moldova (the Republic of),530589.0,MDA,MD,EU,Temperate
8299,2008,Italy,349878.0,ITA,IT,EU,Temperate
8303,2008,Ukraine,1258553.0,UKR,UA,EU,Temperate
8339,2008,Kazakhstan,163612.0,KAZ,KZ,AS,Temperate
8388,2008,Poland,62928.0,POL,PL,EU,Temperate
8460,2009,Poland,126304.0,POL,PL,EU,Temperate
8491,2009,Austria,631522.0,AUT,AT,EU,Temperate
8503,2009,Italy,25261.0,ITA,IT,EU,Temperate
8505,2009,Switzerland,1263044.0,CHE,CH,EU,Temperate
8547,2009,Canada,631522.0,CAN,CA,NA,Temperate
8562,2009,Germany,63152.0,DEU,DE,EU,Temperate
8568,2009,United Kingdom of Great Britain and Northern Ireland (the),611313.0,GBR,GB,EU,Temperate
8597,2010,Italy,1083603.0,ITA,IT,EU,Temperate
8603,2010,Belgium,295935.0,BEL,BE,EU,Temperate
8611,2010,Czech Republic (the),236106.0,CZE,CZ,EU,Temperate
8614,2010,France,1863996.0,FRA,FR,EU,Temperate
8635,2010,Czech Republic (the),195794.0,CZE,CZ,EU,Temperate
8638,2010,France,5256468.0,FRA,FR,EU,Temperate
8667,2010,Belgium,198826.0,BEL,BE,EU,Temperate
8676,2010,Bosnia and Herzegovina,108112.0,BIH,BA,EU,Temperate
8689,2010,Switzerland,17397.0,CHE,CH,EU,Temperate
8719,2010,Germany,1242664.0,DEU,DE,EU,Temperate
8727,2010,Spain,422506.0,ESP,ES,EU,Temperate
8734,2010,United Kingdom of Great Britain and Northern Ireland (the),621.0,GBR,GB,EU,Temperate
8750,2010,Croatia,99413.0,HRV,HR,EU,Temperate
8754,2010,Hungary,546772.0,HUN,HU,EU,Temperate
8798,2011,Belgium,119259.0,BEL,BE,EU,Temperate
8807,2011,Canada,963708.0,CAN,CA,NA,Temperate
8845,2009,Mongolia,119.0,MNG,MN,AS,Temperate
8878,2009,Italy,145250.0,ITA,IT,EU,Temperate
8897,2009,Mongolia,78309.0,MNG,MN,AS,Temperate
8975,2010,Kazakhstan,42966.0,KAZ,KZ,AS,Temperate
8978,2010,Poland,3827405.0,POL,PL,EU,Temperate
9013,2010,Luxembourg,38523.0,LUX,LU,EU,Temperate
9030,2010,Netherlands (the),34795.0,NLD,NL,EU,Temperate
9055,2010,Romania,1381131.0,ROU,RO,EU,Temperate
9077,2010,Slovakia,31067.0,SVK,SK,EU,Temperate
9089,2010,Ukraine,2361.0,UKR,UA,EU,Temperate
9142,2011,Kazakhstan,80711.0,KAZ,KZ,AS,Temperate
9240,2011,Canada,1806953.0,CAN,CA,NA,Temperate
9272,2012,Georgia,107399.0,GEO,GE,AS,Temperate
9288,2012,Georgia,3541.0,GEO,GE,AS,Temperate
9298,2012,Bulgaria,5193.0,BGR,BG,EU,Temperate
9340,2012,Canada,1239223.0,CAN,CA,NA,Temperate
9341,2012,Canada,40127.0,CAN,CA,NA,Temperate
9379,2012,Spain,466184.0,ESP,ES,EU,Temperate
9386,2012,United Kingdom of Great Britain and Northern Ireland (the),926467.0,GBR,GB,EU,Temperate
9387,2012,United Kingdom of Great Britain and Northern Ireland (the),95597.0,GBR,GB,EU,Temperate
9389,2012,United Kingdom of Great Britain and Northern Ireland (the),531096.0,GBR,GB,EU,Temperate
9390,2012,United Kingdom of Great Britain and Northern Ireland (the),1923747.0,GBR,GB,EU,Temperate
9423,2013,Austria,1163174.0,AUT,AT,EU,Temperate
9430,2013,Czech Republic (the),963750.0,CZE,CZ,EU,Temperate
9438,2013,Armenia,69790.0,ARM,AM,AS,Temperate
9439,2013,Switzerland,290794.0,CHE,CH,EU,Temperate
9444,2013,Canada,1640076.0,CAN,CA,NA,Temperate
9480,2013,Canada,232635.0,CAN,CA,NA,Temperate
9481,2013,Canada,6630093.0,CAN,CA,NA,Temperate
9506,2013,Germany,5583236.0,DEU,DE,EU,Temperate
9507,2013,Germany,15004948.0,DEU,DE,EU,Temperate
9516,2013,France,761879.0,FRA,FR,EU,Temperate
9518,2013,United Kingdom of Great Britain and Northern Ireland (the),1744761.0,GBR,GB,EU,Temperate
9559,2011,Italy,656526.0,ITA,IT,EU,Temperate
9587,2011,Ireland,391506.0,IRL,IE,EU,Temperate
9646,2012,Korea (the Democratic People's Republic of),13454.0,PRK,KP,AS,Temperate
9655,2012,Italy,1404453.0,ITA,IT,EU,Temperate
9674,2012,Italy,17703.0,ITA,IT,EU,Temperate
9675,2012,Italy,156497.0,ITA,IT,EU,Temperate
9710,2012,New Zealand,10740.0,NZL,NZ,OC,Temperate
9733,2012,Poland,6963.0,POL,PL,EU,Temperate
9754,2012,Slovenia,312756.0,SVN,SI,EU,Temperate
9768,2012,Ukraine,1994560.0,UKR,UA,EU,Temperate
9804,2013,Netherlands (the),11632.0,NLD,NL,EU,Temperate
9817,2013,Italy,907276.0,ITA,IT,EU,Temperate
9855,2013,New Zealand,23263.0,NZL,NZ,OC,Temperate
9856,2013,New Zealand,957292.0,NZL,NZ,OC,Temperate
9873,2013,Romania,12795.0,ROU,RO,EU,Temperate
9894,2013,Ukraine,24427.0,UKR,UA,EU,Temperate
9898,2014,Italy,137353.0,ITA,IT,EU,Temperate
10004,2014,France,208318.0,FRA,FR,EU,Temperate
10007,2014,Bulgaria,431517.0,BGR,BG,EU,Temperate
10016,2014,Bosnia and Herzegovina,499712.0,BIH,BA,EU,Temperate
10037,2014,United Kingdom of Great Britain and Northern Ireland (the),114461.0,GBR,GB,EU,Temperate
10041,2014,Canada,147654.0,CAN,CA,NA,Temperate
