,Year,Country,Losses,ISO,Alpha_2,Continent,Zone
3350,1991,Korea (the Republic of),616782.0,KOR,KR,AS,Subtropical
3358,1991,Mexico,3979.0,MEX,MX,NA,Subtropical
3385,1992,Jordan,772452.0,JOR,JO,AS,Subtropical
3386,1992,Mexico,150628.0,MEX,MX,NA,Subtropical
3387,1992,Iran (Islamic Republic of),966144.0,IRN,IR,AS,Subtropical
3388,1992,Lebanon,299325.0,LBN,LB,AS,Subtropical
3411,1992,Iran (Islamic Republic of),5733717.0,IRN,IR,AS,Subtropical
3413,1992,Israel,1062121.0,ISR,IL,AS,Subtropical
3425,1992,Mexico,5793.0,MEX,MX,NA,Subtropical
3432,1992,Nepal,11973.0,NPL,NP,AS,Subtropical
3436,1992,Pakistan,1931130.0,PAK,PK,AS,Subtropical
3437,1992,Pakistan,444.0,PAK,PK,AS,Subtropical
3452,1993,Mexico,178948.0,MEX,MX,NA,Subtropical
3455,1993,Iran (Islamic Republic of),1875764.0,IRN,IR,AS,Subtropical
3456,1993,Nepal,375153.0,NPL,NP,AS,Subtropical
3494,1993,Iran (Islamic Republic of),28136.0,IRN,IR,AS,Subtropical
3495,1993,Iran (Islamic Republic of),32451.0,IRN,IR,AS,Subtropical
3496,1993,Iran (Islamic Republic of),392035.0,IRN,IR,AS,Subtropical
3499,1993,Japan,393910.0,JPN,JP,AS,Subtropical
3500,1993,Japan,2438493.0,JPN,JP,AS,Subtropical
3501,1993,Japan,844094.0,JPN,JP,AS,Subtropical
3505,1993,Korea (the Republic of),203896.0,KOR,KR,AS,Subtropical
3506,1993,Korea (the Republic of),55134.0,KOR,KR,AS,Subtropical
3516,1993,Mexico,4689.0,MEX,MX,NA,Subtropical
3519,1993,Mexico,3132525.0,MEX,MX,NA,Subtropical
3570,1994,Pakistan,168185.0,PAK,PK,AS,Subtropical
3596,1989,United States of America (the),15300789.0,USA,US,NA,Subtropical
3597,1989,United States of America (the),1092913.0,USA,US,NA,Subtropical
3601,1989,United States of America (the),830614.0,USA,US,NA,Subtropical
3619,1990,United States of America (the),207388.0,USA,US,NA,Subtropical
3620,1990,United States of America (the),1036940.0,USA,US,NA,Subtropical
3628,1990,United States of America (the),93325.0,USA,US,NA,Subtropical
3637,1990,Eswatini,3606.0,SWZ,SZ,AF,Subtropical
3644,1990,Tunisia,503538.0,TUN,TN,AF,Subtropical
3645,1990,Turkey,311082.0,TUR,TR,AS,Subtropical
3657,1990,United States of America (the),72586.0,USA,US,NA,Subtropical
3660,1990,United States of America (the),82955.0,USA,US,NA,Subtropical
3671,1990,South Africa,815035.0,ZAF,ZA,AF,Subtropical
3672,1990,South Africa,2073880.0,ZAF,ZA,AF,Subtropical
3680,1991,United States of America (the),1989620.0,USA,US,NA,Subtropical
3689,1991,Turkey,49741.0,TUR,TR,AS,Subtropical
3701,1991,United States of America (the),59689.0,USA,US,NA,Subtropical
3714,1991,United States of America (the),2984430.0,USA,US,NA,Subtropical
3718,1991,United States of America (the),4974050.0,USA,US,NA,Subtropical
3719,1991,United States of America (the),1989620.0,USA,US,NA,Subtropical
3720,1991,United States of America (the),666523.0,USA,US,NA,Subtropical
3721,1991,United States of America (the),59689.0,USA,US,NA,Subtropical
3723,1991,United States of America (the),1691177.0,USA,US,NA,Subtropical
3733,1992,United States of America (the),9655648.0,USA,US,NA,Subtropical
3742,1992,Tajikistan,46540.0,TJK,TJ,AS,Subtropical
3743,1992,Tajikistan,579339.0,TJK,TJ,AS,Subtropical
3744,1992,Taiwan (Province of China),67590.0,TWN,TW,AS,Subtropical
3767,1992,United States of America (the),51174936.0,USA,US,NA,Subtropical
3769,1992,United States of America (the),164146.0,USA,US,NA,Subtropical
3770,1992,United States of America (the),173802.0,USA,US,NA,Subtropical
3774,1992,United States of America (the),5793389.0,USA,US,NA,Subtropical
3783,1993,Tajikistan,279489.0,TJK,TJ,AS,Subtropical
3797,1993,Turkmenistan,187333.0,TKM,TM,AS,Subtropical
3808,1993,United States of America (the),234470.0,USA,US,NA,Subtropical
3818,1993,United States of America (the),22509164.0,USA,US,NA,Subtropical
3820,1993,United States of America (the),187576.0,USA,US,NA,Subtropical
3825,1993,United States of America (the),1875764.0,USA,US,NA,Subtropical
3828,1993,United States of America (the),356395.0,USA,US,NA,Subtropical
3831,1993,United States of America (the),9378818.0,USA,US,NA,Subtropical
3841,1994,China,294324.0,CHN,CN,AS,Subtropical
3843,1994,China,2102312.0,CHN,CN,AS,Subtropical
3851,1994,United States of America (the),182810.0,USA,US,NA,Subtropical
3854,1994,Australia,141860.0,AUS,AU,OC,Subtropical
3877,1994,China,1828.0,CHN,CN,AS,Subtropical
3878,1994,China,173669.0,CHN,CN,AS,Subtropical
3879,1994,China,22120.0,CHN,CN,AS,Subtropical
3881,1994,China,1280.0,CHN,CN,AS,Subtropical
3882,1994,China,176046.0,CHN,CN,AS,Subtropical
3884,1994,China,25145840.0,CHN,CN,AS,Subtropical
3890,1995,Bangladesh,355642.0,BGD,BD,AS,Subtropical
3891,1995,Bangladesh,533.0,BGD,BD,AS,Subtropical
3892,1995,China,64193.0,CHN,CN,AS,Subtropical
3904,1995,Australia,33253.0,AUS,AU,OC,Subtropical
3905,1995,Australia,174265.0,AUS,AU,OC,Subtropical
3907,1995,Australia,149370.0,AUS,AU,OC,Subtropical
3908,1995,Australia,49790.0,AUS,AU,OC,Subtropical
3917,1995,Bangladesh,311187.0,BGD,BD,AS,Subtropical
3920,1995,Bangladesh,1422569.0,BGD,BD,AS,Subtropical
3921,1995,Bahamas (the),711.0,BHS,BS,NA,Subtropical
3936,1995,Chile,17782.0,CHL,CL,SA,Subtropical
3939,1995,China,427.0,CHN,CN,AS,Subtropical
3941,1995,China,11949577.0,CHN,CN,AS,Subtropical
3944,1995,China,154704.0,CHN,CN,AS,Subtropical
3946,1995,China,22761.0,CHN,CN,AS,Subtropical
3947,1995,China,284514.0,CHN,CN,AS,Subtropical
3948,1995,China,213741.0,CHN,CN,AS,Subtropical
3951,1996,China,172757.0,CHN,CN,AS,Subtropical
3952,1996,China,345514.0,CHN,CN,AS,Subtropical
3954,1996,Australia,241860.0,AUS,AU,OC,Subtropical
3955,1996,Australia,226312.0,AUS,AU,OC,Subtropical
3956,1996,Australia,354671.0,AUS,AU,OC,Subtropical
3957,1996,Australia,80678.0,AUS,AU,OC,Subtropical
3958,1996,Australia,81196.0,AUS,AU,OC,Subtropical
3960,1996,Australia,16123.0,AUS,AU,OC,Subtropical
3961,1996,Australia,67721.0,AUS,AU,OC,Subtropical
3962,1996,Australia,548159.0,AUS,AU,OC,Subtropical
3964,1996,Azores Islands,114020.0,PRT,PT,EU,Subtropical
3966,1996,Bangladesh,17276.0,BGD,BD,AS,Subtropical
3980,1996,China,117475.0,CHN,CN,AS,Subtropical
3982,1996,China,21767408.0,CHN,CN,AS,Subtropical
3983,1996,China,10908754.0,CHN,CN,AS,Subtropical
3987,1996,China,82923.0,CHN,CN,AS,Subtropical
3988,1996,China,124385.0,CHN,CN,AS,Subtropical
3989,1996,China,2591358.0,CHN,CN,AS,Subtropical
3995,1997,China,270098.0,CHN,CN,AS,Subtropical
3996,1997,Chile,307911.0,CHL,CL,SA,Subtropical
3997,1997,China,1734364.0,CHN,CN,AS,Subtropical
3998,1997,China,2112163.0,CHN,CN,AS,Subtropical
3999,1997,China,1688.0,CHN,CN,AS,Subtropical
4000,1997,China,978597.0,CHN,CN,AS,Subtropical
4001,1997,Azores Islands,27516.0,PRT,PT,EU,Subtropical
4002,1997,China,261657.0,CHN,CN,AS,Subtropical
4003,1997,China,4557895.0,CHN,CN,AS,Subtropical
4004,1997,China,557076.0,CHN,CN,AS,Subtropical
4014,1997,Australia,11310.0,AUS,AU,OC,Subtropical
4020,1997,Bangladesh,386577.0,BGD,BD,AS,Subtropical
4046,1997,China,48955.0,CHN,CN,AS,Subtropical
4049,1997,China,285459.0,CHN,CN,AS,Subtropical
4050,1998,China,49869167.0,CHN,CN,AS,Subtropical
4053,1998,Argentina,1828536.0,ARG,AR,SA,Subtropical
4056,1998,Australia,101899.0,AUS,AU,OC,Subtropical
4057,1998,Australia,166231.0,AUS,AU,OC,Subtropical
4060,1998,Australia,166231.0,AUS,AU,OC,Subtropical
4061,1998,Australia,203965.0,AUS,AU,OC,Subtropical
4064,1998,Bangladesh,7147914.0,BGD,BD,AS,Subtropical
4084,1998,China,224411.0,CHN,CN,AS,Subtropical
4086,1998,China,33452.0,CHN,CN,AS,Subtropical
4087,1998,China,57682.0,CHN,CN,AS,Subtropical
4088,1998,China,1479452.0,CHN,CN,AS,Subtropical
4089,1998,China,162906.0,CHN,CN,AS,Subtropical
4092,1994,Egypt,255934.0,EGY,EG,AF,Subtropical
4098,1994,Greece,800158.0,GRC,GR,EU,Subtropical
4131,1994,Iran (Islamic Republic of),259590.0,IRN,IR,AS,Subtropical
4138,1994,Japan,10969.0,JPN,JP,AS,Subtropical
4142,1994,Korea (the Republic of),20.0,KOR,KR,AS,Subtropical
4165,1995,Japan,17071.0,JPN,JP,AS,Subtropical
4169,1995,Nepal,2134.0,NPL,NP,AS,Subtropical
4175,1995,Korea (the Republic of),755740.0,KOR,KR,AS,Subtropical
4180,1995,Korea (the Republic of),248950.0,KOR,KR,AS,Subtropical
4216,1995,Iran (Islamic Republic of),10491.0,IRN,IR,AS,Subtropical
4217,1995,Iran (Islamic Republic of),160039.0,IRN,IR,AS,Subtropical
4221,1995,Israel,80019.0,ISR,IL,AS,Subtropical
4222,1995,Japan,132121.0,JPN,JP,AS,Subtropical
4229,1995,Libya,75040.0,LBY,LY,AF,Subtropical
4231,1995,Morocco,16004.0,MAR,MA,AF,Subtropical
4235,1995,Mexico,1422569.0,MEX,MX,NA,Subtropical
4236,1995,Mexico,221743.0,MEX,MX,NA,Subtropical
4237,1995,Mexico,2667316.0,MEX,MX,NA,Subtropical
4239,1995,Mexico,177821.0,MEX,MX,NA,Subtropical
4263,1996,Iran (Islamic Republic of),13700.0,IRN,IR,AS,Subtropical
4265,1996,Korea (the Republic of),207309.0,KOR,KR,AS,Subtropical
4323,1996,Iran (Islamic Republic of),15548.0,IRN,IR,AS,Subtropical
4324,1996,Iran (Islamic Republic of),34551.0,IRN,IR,AS,Subtropical
4325,1996,Iran (Islamic Republic of),22977.0,IRN,IR,AS,Subtropical
4339,1996,Morocco,95016.0,MAR,MA,AF,Subtropical
4344,1996,Mexico,17.0,MEX,MX,NA,Subtropical
4347,1996,Mexico,2073086.0,MEX,MX,NA,Subtropical
4377,1997,Korea (the Republic of),2785.0,KOR,KR,AS,Subtropical
4387,1997,Egypt,1688.0,EGY,EG,AF,Subtropical
4388,1997,Egypt,1688.0,EGY,EG,AF,Subtropical
4401,1997,Greece,270098.0,GRC,GR,EU,Subtropical
4418,1997,Iran (Islamic Republic of),8441.0,IRN,IR,AS,Subtropical
4419,1997,Iran (Islamic Republic of),33762.0,IRN,IR,AS,Subtropical
4420,1997,Israel,67524.0,ISR,IL,AS,Subtropical
4423,1997,Jordan,1688.0,JOR,JO,AS,Subtropical
4425,1997,Japan,168811.0,JPN,JP,AS,Subtropical
4440,1997,Mexico,755935.0,MEX,MX,NA,Subtropical
4443,1997,Mexico,6752.0,MEX,MX,NA,Subtropical
4464,1998,Iran (Islamic Republic of),162906.0,IRN,IR,AS,Subtropical
4465,1998,Iran (Islamic Republic of),83946.0,IRN,IR,AS,Subtropical
4468,1998,Greece,1122056.0,GRC,GR,EU,Subtropical
4469,1998,Mexico,13298.0,MEX,MX,NA,Subtropical
4470,1998,Korea (the Republic of),43054.0,KOR,KR,AS,Subtropical
4506,1998,Japan,4986917.0,JPN,JP,AS,Subtropical
4507,1998,Japan,557704.0,JPN,JP,AS,Subtropical
4512,1998,Korea (the Republic of),4744.0,KOR,KR,AS,Subtropical
4513,1998,Korea (the Republic of),2460212.0,KOR,KR,AS,Subtropical
4518,1998,Mexico,1001872.0,MEX,MX,NA,Subtropical
4522,1998,Mexico,1662.0,MEX,MX,NA,Subtropical
4533,1998,Nepal,8312.0,NPL,NP,AS,Subtropical
4534,1998,Nepal,36571.0,NPL,NP,AS,Subtropical
4548,1994,United States of America (the),914048.0,USA,US,NA,Subtropical
4549,1994,Taiwan (Province of China),424119.0,TWN,TW,AS,Subtropical
4550,1994,United States of America (the),1279668.0,USA,US,NA,Subtropical
4575,1994,Taiwan (Province of China),1828.0,TWN,TW,AS,Subtropical
4576,1994,Taiwan (Province of China),43874.0,TWN,TW,AS,Subtropical
4577,1994,Taiwan (Province of China),182810.0,TWN,TW,AS,Subtropical
4578,1994,Taiwan (Province of China),182810.0,TWN,TW,AS,Subtropical
4581,1994,United States of America (the),457024.0,USA,US,NA,Subtropical
4582,1994,United States of America (the),3656.0,USA,US,NA,Subtropical
4595,1995,Turkey,46233.0,TUR,TR,AS,Subtropical
4597,1995,United States of America (the),5334633.0,USA,US,NA,Subtropical
4598,1995,United States of America (the),1244748.0,USA,US,NA,Subtropical
4599,1995,United States of America (the),1502588.0,USA,US,NA,Subtropical
4600,1995,United States of America (the),3556422.0,USA,US,NA,Subtropical
4627,1995,Turkey,41788.0,TUR,TR,AS,Subtropical
4628,1995,Turkey,88911.0,TUR,TR,AS,Subtropical
4632,1995,United States of America (the),5334633.0,USA,US,NA,Subtropical
4633,1995,United States of America (the),5334633.0,USA,US,NA,Subtropical
4634,1995,United States of America (the),177821.0,USA,US,NA,Subtropical
4635,1995,United States of America (the),17782.0,USA,US,NA,Subtropical
4636,1995,United States of America (the),17782.0,USA,US,NA,Subtropical
4637,1995,United States of America (the),3734243.0,USA,US,NA,Subtropical
4641,1995,United States of America (the),3556422.0,USA,US,NA,Subtropical
4646,1995,South Africa,17782.0,ZAF,ZA,AF,Subtropical
4655,1996,United States of America (the),2591358.0,USA,US,NA,Subtropical
4657,1996,United States of America (the),5873745.0,USA,US,NA,Subtropical
4661,1996,Portugal,22458.0,PRT,PT,EU,Subtropical
4678,1996,Taiwan (Province of China),1900329.0,TWN,TW,AS,Subtropical
4679,1996,Taiwan (Province of China),345514.0,TWN,TW,AS,Subtropical
4688,1996,United States of America (the),1209300.0,USA,US,NA,Subtropical
4689,1996,United States of America (the),863786.0,USA,US,NA,Subtropical
4690,1996,United States of America (the),34551.0,USA,US,NA,Subtropical
4704,1996,South Africa,11851.0,ZAF,ZA,AF,Subtropical
4708,1997,Portugal,42203.0,PRT,PT,EU,Subtropical
4709,1997,United States of America (the),303860.0,USA,US,NA,Subtropical
4710,1997,United States of America (the),8440547.0,USA,US,NA,Subtropical
4712,1997,United States of America (the),2532164.0,USA,US,NA,Subtropical
4715,1997,United States of America (the),844055.0,USA,US,NA,Subtropical
4725,1997,Portugal,16881.0,PRT,PT,EU,Subtropical
4743,1997,Taiwan (Province of China),84405.0,TWN,TW,AS,Subtropical
4744,1997,Taiwan (Province of China),98417.0,TWN,TW,AS,Subtropical
4753,1997,United States of America (the),253216.0,USA,US,NA,Subtropical
4756,1997,United States of America (the),84405.0,USA,US,NA,Subtropical
4757,1997,United States of America (the),422027.0,USA,US,NA,Subtropical
4759,1997,United States of America (the),337622.0,USA,US,NA,Subtropical
4761,1997,United States of America (the),337622.0,USA,US,NA,Subtropical
4762,1997,United States of America (the),101287.0,USA,US,NA,Subtropical
4763,1997,United States of America (the),3376.0,USA,US,NA,Subtropical
4764,1997,United States of America (the),844055.0,USA,US,NA,Subtropical
4766,1997,United States of America (the),844055.0,USA,US,NA,Subtropical
4768,1997,United States of America (the),413587.0,USA,US,NA,Subtropical
4769,1997,United States of America (the),168811.0,USA,US,NA,Subtropical
4771,1997,United States of America (the),4220.0,USA,US,NA,Subtropical
4779,1997,United States of America (the),253216.0,USA,US,NA,Subtropical
4786,1998,United States of America (the),249346.0,USA,US,NA,Subtropical
4788,1998,Tajikistan,109712.0,TJK,TJ,AS,Subtropical
4789,1998,United States of America (the),103894.0,USA,US,NA,Subtropical
4791,1998,United States of America (the),333292.0,USA,US,NA,Subtropical
4792,1998,United States of America (the),3325442.0,USA,US,NA,Subtropical
4793,1998,United States of America (the),1662306.0,USA,US,NA,Subtropical
4794,1998,United States of America (the),779621.0,USA,US,NA,Subtropical
4795,1998,United States of America (the),2327228.0,USA,US,NA,Subtropical
4796,1998,United States of America (the),615053.0,USA,US,NA,Subtropical
4797,1998,United States of America (the),7106356.0,USA,US,NA,Subtropical
4798,1998,United States of America (the),83115.0,USA,US,NA,Subtropical
4800,1998,United States of America (the),5818070.0,USA,US,NA,Subtropical
4801,1998,United States of America (the),1662306.0,USA,US,NA,Subtropical
4827,1998,Turkey,1662306.0,TUR,TR,AS,Subtropical
4830,1998,Taiwan (Province of China),207788.0,TWN,TW,AS,Subtropical
4835,1998,Uruguay,8312.0,URY,UY,SA,Subtropical
4837,1998,United States of America (the),103894.0,USA,US,NA,Subtropical
4839,1998,United States of America (the),448823.0,USA,US,NA,Subtropical
4840,1998,United States of America (the),99738.0,USA,US,NA,Subtropical
4841,1998,United States of America (the),458796.0,USA,US,NA,Subtropical
4842,1998,United States of America (the),7480.0,USA,US,NA,Subtropical
4843,1998,United States of America (the),997.0,USA,US,NA,Subtropical
4846,1998,United States of America (the),166231.0,USA,US,NA,Subtropical
4847,1998,United States of America (the),3325.0,USA,US,NA,Subtropical
4854,1998,South Africa,274280.0,ZAF,ZA,AF,Subtropical
4862,1998,China,1602463.0,CHN,CN,AS,Subtropical
4863,1999,China,452063.0,CHN,CN,AS,Subtropical
4865,1999,Australia,2440069.0,AUS,AU,OC,Subtropical
4867,1999,Australia,488014.0,AUS,AU,OC,Subtropical
